business_family;business_unit;costumer;costumerkey;costumer_type;division;line_of_business;phone;region_code;regional_sales_mgr;search_type;division_name;region_name;address_number;city;country;costumer_address_1;costumer_address_2;costumer_address_3;costumer_address_4;state;zip_code;PK_CLIENTE
R3;1;Kerite Company;10019194;G2;1;\"\";816-455-8733;5;S14;C;International;International;"";"";"";"";"";"";"";"";"";fecb2842e36233db137c5a6ce7ba1103bbcc2a2aab48e613367552fa593a67e6
R3;1;KeyComm Shop;10019388;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10019388;Ft Collins;US;1101 N College Avenue;\"\";\"\";\"\";CO;80524;06464c9d7826b5764475b87c2273aac447de62706c8e2ebea17aaaff0eb9c838
R3;1;Keystar Superstore;10019400;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10019400;Valparaiso;US;861 West US Highway 30;\"\";\"\";\"\";IN;46385;26e9ce0b1b74c5de56b8c927c7162a239618b3da149f7452d5f38e38195b7585
R1;1;Keystone Store;10019410;G3;1;\"\";816-455-8733;0;S2;C;International;Canada;10019410;Edmonton;CA;6710 76 Avenue;\"\";\"\";\"\";AB;"";0979870c7be8e1214fc7ebbe39a206c4c9ad89b969c046e6b49f7a963fc8f866
R3;1;Keystroke Market;10019420;G1;1;M1;816-455-8733;5;S19;C;International;International;10019420;Ruwi;IR;PO Box 880 PC-112;\"\";\"\";\"\";"";"";4229ee00be8464a9f1a50776e4dcccc96c393d351297e63cb911b50201b67c0f
R3;1;kGS Shop;10019469;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";a48de9f67b4b1c08c7892f6f11eaf30ed6856bf7613d6d4110b65be152cc2ed9
R3;1;KillerGraffix Shop;10019502;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";db0b714d4989ae1c443f2b0b0411775e7483c306c52bcb6e8f5635dee9acddff
R3;1;Kim Market;10019512;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";4ebe5981e20af621c16d51052130148fbc3fddf30e461e15f7e2d84f59842b9e
R2;1;Kimball Supermarket;10019514;G2;1;\"\";816-455-8733;5;S4;C;International;International;"";"";"";"";"";"";"";"";"";a364109c29ca0e68aa092064a68903da6059d370ec6182f11f869788a5e307c2
R3;1;Kool-Seal Shop;10019617;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10019617;Spring;US;2445 FM 2920;\"\";\"\";\"\";TX;77388;9e133cbbb667dce56183fa1eb27c340eaffba1e963c8ed731508491f2faff280
R1;1;Koppers Supermarket;10019664;G2;2;\"\";816-455-8733;4;S20;C;Domestic;Central;10019664;MOLINE;US;PO BOX 8808;C/O APSS;Dept. 551;\"\";IL;"";a671b3eb76ecf9d96178c127bb6aa924e9a220622f6176d1348f841f0ba61cf2
R3;1;Labatt Supermarket;10019665;G2;2;M1;816-455-8733;4;S16;C;Domestic;Central;10019665;Hammond;US;7940 New Jersey Avenue;\"\";\"\";\"\";IN;46323;9d6ce6e2e6f85e0e262f49d10c8eadbdf95b55291def20a652e25ad6baf704f6
R3;1;Laker Market;10019678;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10019678;Sacramento;US;3248 Auburn Boulevard;\"\";\"\";\"\";CA;95821;6a053bceed9ffa90057f8ec54118612429103437cc54e40890ed0c91e24fe1ef
R3;1;Lamson Store;10019682;G2;2;\"\";816-455-8733;4;S3;C;Domestic;Central;10019682;Lennox;US;PO Box 409;\"\";\"\";\"\";SD;57039;8f9626710f00bf3ed7e7cb30f045775a1e230d3268027e0f328672c0c64c78e4
R3;1;Levi Supermarket;10019783;G1;1;M1;816-455-8733;5;S18;C;International;International;"";"";"";"";"";"";"";"";"";1e28862851c5e65982af4ba8c98236846ac1f0a2d6b57e48795d64c6e2665945
R2;1;Lewis Supermarket;10019812;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";8f0ad9d786937aba4df17d9645d34ae0b67811c11b0bd23e247386c76946accc
R3;1;Litton Shop;10019879;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10019879;Duluth;US;3564 Buford Highway;\"\";\"\";\"\";GA;30096;2fdca5398eab80d25e62ef9778f7b4666b2f52c6008f368d7ca6e9e6ad30e191
O2;1;Litton Supermarket;10019880;G2;2;\"\";816-455-8733;3;S12;C;Domestic;Northeast;10019880;Somerset;US;New York PDC #20;Attention  Accounts Payable;PO Box 6750;\"\";NJ;"";eb0b36cbaead85fecb3a2aff0c88f098cd9d5471dceb319731af54a5cbe4695c
R3;1;Livermore Store;10019897;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10019897;El Paso;US;7210 Gateway East;\"\";\"\";\"\";TX;79915;2b0f0b9dc7bb27b0e13469c811d839c5bd4bb0ca14dbd10d6160d2dda7f1587c
R3;1;LiveWire Supermarket;10019900;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10019900;Sacramento;US;3248 Auburn Boulevard;\"\";\"\";\"\";CA;95821;159ba260ee1c4bc7970ec48c6e0aa8b43947a181c2abacedba106c9d9b7e637d
R2;1;LiveWORLD Shop;10019909;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10019909;Shawano;US;500 Airport Drive;\"\";\"\";\"\";WI;54166;c5e7947de6d043ca36683829a9ae2720bd41ae12c61cb4bf08e358d2afad66e2
R3;1;Livezone Supermarket;10019913;G3;1;\"\";816-455-8733;0;S17;C;International;Canada;10019913;Calgary;CA;10901 Macleod Trail South;\"\";\"\";\"\";AB;"";6e5913ea88cb7acc96a5ca33ddf2c8c8e4334afa424fbc1488d55c8c3cd810d1
R3;1;LMAO superplace;10019942;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10019942;New Castle;US;299 East Country Road 300 South;\"\";\"\";\"\";IN;47362;b7f3780cc18e0b7ebdc9522cdbf9585e4969365281488cf62d1cf14a8b0bd657
O2;1;Lobster Market;10019952;G2;1;\"\";816-455-8733;5;S12;C;International;International;"";"";"";"";"";"";"";"";"";bc5585152ed1b404758e1583353cfaf5a6f8b49ee1c2cdb57375380a07bebc57
O2;1;Lucky Shop;10020080;G2;1;\"\";816-455-8733;5;S12;C;International;International;"";"";"";"";"";"";"";"";"";bb748266b3b73043f6951ff72250aeba4a13b760e43efa4074e3897a791acd11
R3;1;Lynn-Arthur Store;10020171;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10020171;Morgantown;US;1537 Sabraton Ave;\"\";\"\";\"\";WV;26505;8c21b22bf14433c389636c3dbad1a9cc91e7920f7bcf40fe43bf2de60298affb
R3;1;Markets;10020181;G1;1;M1;816-455-8733;5;S19;C;International;International;10020181;D 95326 Kulmbach;UK;Am Schwimmbad 8;Postfach 2008;\"\";\"\";"";"";8cb6bc4548f4d838f661b3c84f10eddccab4fa53f37c091607bd2f026f6c29ea
O2;1;Matradi Megastore;10020184;G2;2;\"\";816-455-8733;2;S12;C;Domestic;Southern;10020184;Smyrna;US;Corporation USA;Nissan Drive;\"\";\"\";TN;37167;103554f31901a64ba1c8cd5e98bf799be38dd38f7fef5a4f6b2530128eb921f4
R3;1;MATRIX Shop;10020192;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10020192;Sacramento;US;3248 Auburn Boulevard;\"\";\"\";\"\";CA;95821;6d4bdee9d543abc4844c12a9def3acaf6192cb6490e52ae8498f30042d46e7b2
R2;1;Maui Store;10020193;G2;1;\"\";816-455-8733;5;S5;C;International;International;10020193;\"\";UK;\"\";\"\";\"\";\"\";"";"";df3464e3e843f0c068e856bd975efe9cc6fee284c24ccb3849126f18d097967b
R3;1;MaxBan Shop;10020227;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";14fe93e1d84c7d99cd00961f4ceb5104995785ce074a4b5da8c1088ad639b146
O2;1;MaXpeed Shop;10020239;G2;1;\"\";816-455-8733;5;S12;C;International;International;"";"";"";"";"";"";"";"";"";c22b57109ea923f42a240e2915604ab8cf6805f7985cfad7dddd63aa0b5dbdf0
R2;1;MAXSTRAT Shop;10020247;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";fb1c13716420d0ea236764f0f568f1c68c91afbe6fa1a3921fdad45a7de68d25
O2;1;Maxtor Shop;10020256;G2;1;\"\";816-455-8733;5;S12;C;International;International;"";"";"";"";"";"";"";"";"";850ac455bec6c99c2c2481923a1c96722fcf321df61f2c927786f0673962959b
O2;1;Maxwell Supermarket;10020266;G2;1;\"\";816-455-8733;5;S12;C;International;International;"";"";"";"";"";"";"";"";"";ccf58a59dbcf1a98830bc311b2d71a5b09bce3f0cc1acf6f6c1c61ed5da9d65b
R3;1;Mb Market;10020281;G1;1;M1;816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";47a40c36a51272348e56c6877359b02925e0073e9ecd928b34ea0b898ecb4856
R3;1;McGraw-Hill Supermarket;10020306;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";c5c4d21da03ac3bd9ca3e6c4a4d1d348b05887c46d291914c8c599d3292613ab
R3;1;Mead Supermarket;10020323;G1;1;M1;816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";85374797fae9632634a3501ac9eb01fde73d4f654729a43c61cb407f34dd4dc6
R3;1;Medics Shop;10020332;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";0231d16bca1d602fb6b46d1b0b3e36571478308dae7b2d896eb80382361431c0
R3;1;Melville Supermarket;10020340;G2;1;\"\";816-455-8733;5;S4;C;International;International;"";"";"";"";"";"";"";"";"";012904cc4695bc943c5b0c55d46766d75c9ece77fa789e7d311011381a29ab56
R3;1;Mersey Market;10020364;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";e1d29f6de908f41ce677ccfc3fc6f9e9548795b48bb1570740d8a230fbcd9480
R3;1;Metro-Goldwyn-Mayer, Supermarket;10020388;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10020388;Glen Burnie;US;7216 Ritchie Highway;\"\";\"\";\"\";MD;21061;ac371abcb03c28a66ed441a205e44cac9f3c4bb26ea001b16c8563be670f30ef
R3;1;Miles Supermarket;10020390;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10020390;Lansing;US;16241 South Us 27;\"\";\"\";\"\";MI;48906;f8236242b1ffaf829548f96d22adaca7fe7dec4449760574057f4910a5c9372f
R3;1;Minneapolis Supermarket;10020393;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10020393;Fort Collins;US;2649 East Mulberry Street;\"\";\"\";\"\";CO;80524;3332c0024c75d3462bde97d333ae0e8ccc11184f4f1aefc8df4c1167e1ff02e9
R3;1;Molson Store;10020413;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10020413;Okarche;US;PO Box 447;\"\";\"\";\"\";OK;73762;9ee256b21f73c13ab78cf996cd41c096c8e7842661dd199f5e5b753509890731
R3;1;N.Graphics Shop;10020445;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10020445;Rapid City;US;PO Box 80;\"\";\"\";\"\";SD;57709;6d2b746265b247a01d51ec4e651188f73f0c54f18c84fcb491d5ac331c5c6166
R2;1;NACSCORP Shop;10020446;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10020446;Pontiac;US;Worldwide Purchasing;1999 Center Point Parkway;Mail Code 483-550-200;\"\";MI;48341;4f3d42e2e7dd75ec3c385d92838a45d7601849f93bc7d1170decd1f2bf5afa8f
R3;1;Nanao Shop;10020448;G3;1;\"\";816-455-8733;0;S5;C;International;Canada;10020448;Regina;CA;1155 Mackay Street;\"\";\"\";\"\";SK;"";f0822ae44b1af01f3ce323e6e0bd52f83802455692bf29ad60953d2473a67ad2
R3;1;Nancy Supermarket;10020449;G1;1;M1;816-455-8733;5;S16;C;International;International;10020449;Santiago;UK;Attention: Rodrigo Yrarrazaval;Jose M Infante 2320 Nunoa;\"\";\"\";"";"";fdc6701bff4594fc2d254103c5af4fd043842e6455228d365f83dcfe34d6d6b8
R3;1;Nbase Shop;10020491;G1;1;M1;816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";c6a59abfb6a6d0b10d89077f5fc1b9e8e8ca59340a241af3bc4c381e139519cc
R3;1;NBTel Shop;10020492;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";685f68cbcc6c05148647770ed513c1b4f6ca71e4f09aead2d455f06d8ba16da1
R3;1;NBX Stores;10020515;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";423e39b0e387801fed3d044ca29101d57e71448f8bc776bc2732dc7ab1442420
R2;1;NECX Market;10020639;G2;2;\"\";816-455-8733;2;S5;C;Domestic;Southern;10020639;Tulsa;US;PO Box 3445;\"\";\"\";\"\";OK;"";72ce3e2eb97c1f95c92aade0a2b47b1d66544709c934bb6f2e1fa4baa00f1f9d
R3;1;Neeka Shop;10020647;G2;2;\"\";816-455-8733;3;S1;C;Domestic;Northeast;10020647;Mechanicsburg;US;Attention: Mr. Bob Smeigh;712 West Main Street;\"\";\"\";PA;17055;b49edd9f0df28279fa1a116fbd31677008a00b0f80415c4d9db45337c6d88610
R3;1;Nematron Shop;10020662;G1;1;M1;816-455-8733;5;S19;C;International;International;10020662;Jakarta Utara;AU;Kelapa Gading Kirana;Blok H13 Number 30-31;\"\";\"\";"";"";ea43d650c541cd7fc0d6a19692eebf2851ee09ad492b3a42d8b4cf9f245f957b
R3;1;Neos Gigaplace;10020663;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10020663;Sparks;US;540 South Rock Boulevard;\"\";\"\";\"\";NV;89431;ed5c6ac0683e269424818c1a78f7f47af11724ebb7a3843590fa34b051868ebd
R3;1;Oki Shop;10020672;G1;1;M1;816-455-8733;5;S19;C;International;International;10020672;N-0598 Oslo;IR;Brobekkveien 105;\"\";\"\";\"\";"";"";8d0234270394ff353157a095b1c549ae3d7df0424427976018b008a59e0f3fd6
R3;1;Oklahoma Supermarket;10020684;G2;2;\"\";816-455-8733;2;S1;C;Domestic;Southern;10020684;Montgomery;US;5415 Lamco Drive;\"\";\"\";\"\";AL;36117;6b5b99b899a5727d96c37387059d594a8ea9e39c387221edf98a9d9ca7313299
O2;1;Old Store;10020715;G1;1;\"\";816-455-8733;5;S1;C;International;International;10020715;Linares (Jaen);UK;Avda 10 De Mayo S/N;\"\";\"\";\"\";"";23700;66ca603262803b3a60100fba021e8d5989606a35688aac193780ba12349105c9
R3;1;OnDeck Store;10020849;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";174ba9c0ae8ddc156036f9091b5c459222ccdc6d811288d0ef6be67700bc7db7
R2;1;One Store;10020864;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";1301220db2834d9c9b9737e6393eab9cd244e425f6c17e3b0df86cd01fc22967
R3;1;One Market;10020868;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";6b14ef3d9b7ee3e705bbfae326f5ef3ee48a94bd533898330c8dbb68a1219d6e
R3;1;Onebox Shop;10020907;G1;1;\"\";816-455-8733;5;S16;C;International;International;10020907;\"\";UK;\"\";\"\";\"\";\"\";"";"";795ebfb92edc04686f5d18b57557335f43cffe4e808bc1ba3c3ef849e1c6acfa
O1;1;Onestar Shop;10020909;G2;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10020909;Canton;US;Attention: Accounts Payable Department;PO Box 8844;\"\";\"\";OH;"";32a9a03f355d0b302c6fda9dfb26c2f51b0a10ac5c06ff9b8211b74ff139f051
R3;1;Onetouch Supermarket;10020914;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10020914;Calhoun;US;PO Box 547;\"\";\"\";\"\";LA;"";f4458f458fbc2b42022c34ffdd93ccd630e38679071022dba260a4769927854e
R3;1;Ottercom Shop;10020915;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10020915;McHenry;US;2600 West Route 120;\"\";\"\";\"\";IL;60050;cced3878e23e42fc2d3b9d05f3d936426a42153511b96bab6b5bc07ecd98f0a6
R3;1;Outbreak Shop;10020927;G2;2;\"\";816-455-8733;4;S16;C;Domestic;Central;10020927;Sidney;US;One Cabela Drive;Attention: Accounts Payable;\"\";\"\";NE;69160;668a2b1f59f19e3506af96709a45c170e4b6da73b8305c43048bf94a2cda18fa
R2;1;OutPost Market;10020931;G2;2;\"\";816-455-8733;1;S5;C;Domestic;Western;10020931;Bozeman;US;PO Box 549;\"\";\"\";\"\";MT;59715;0d2ccd9d76f0ce2f98b004e9adf614735dcfae44a78acc346dcb73dde6cc2183
R2;1;Output Supermarket;10020962;G2;2;\"\";816-455-8733;3;S5;C;Domestic;Northeast;10020962;Mercer;US;7320 West Market Street;\"\";\"\";\"\";PA;16137;50b4d1f40ec149364426882d77afd2f18091120418ca98c8c7eb49faae9eb2df
R3;1;Outsource Store;10020982;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";d699d94a05309cecee3359522402b4a75d8bcad0ab2a6805c9470251a9fc9230
R3;1;Overdreams Shop;10021006;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";365da611f43cc92a3c79cd7efb12cac048370f2ea49165b8e0a50834e6d434a8
R3;1;Owl's Supermarket;10021015;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";75f0f75cbbbe386ce18f1f5f93db74cc10c794d5e3ece24967c3bbdcb458c209
R3;1;P.C.G. Supermarket;10021107;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";eff2fbd31eccf9cde48cb59c9010be7e09d2842e11095433fb388c113f60b191
R3;1;P.C'S Shop;10021111;G3;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";9be51429836b9e09a00a8bbbfedc8b0458199939eb10c798f32eb317b4991b25
R3;1;Pace Shop;10021139;G3;2;\"\";816-455-8733;4;S5;C;Domestic;Central;10021139;Livonia;US;PO Box 3382;Attention  Accounts Payable;\"\";\"\";MI;48151;a02c5ba28b7bf863911c90c75a16a7f550a77a47da0d61353fa02356d8798537
R2;1;Pacel Shop;10021145;G2;2;\"\";816-455-8733;2;S5;C;Domestic;Southern;10021145;Brookhaven;US;1127 South First Street NE;\"\";\"\";\"\";MS;39601;9684cf710c50e38e1eda4cac9347a6ed11be27ce58e06edda796c19a97481f4a
R3;1;Pacific Supermarket;10021158;G3;1;\"\";816-455-8733;0;S17;C;International;Canada;10021158;Surrey;CA;#9 - 19257 Enterprise Way;\"\";\"\";\"\";BC;"";c908a43775081cc79fa00d1621cc1515395c8519da525df33e602b5adc846758
R3;1;Pacific Gigaplace;10021160;G1;1;M1;816-455-8733;5;S19;C;International;International;"";"";"";"";"";"";"";"";"";f670d85e27398ef2b4acdcf81fef852c4c5f4e1c22ddb9e0d33422d800835022
R3;1;Pacific Supermarket;10021175;G2;2;\"\";816-455-8733;2;S16;C;Domestic;Southern;10021175;Johnson City;US;PO Box 5418;\"\";\"\";\"\";TN;"";ca84bdd423639298a80320bc873202302ab02c07cdd0bcb04cdf1e9e0b77a507
R3;1;Pacific Store;10021179;G2;2;\"\";816-455-8733;1;S4;C;Domestic;Western;10021179;El Cajon;US;316 Millar Avenue;\"\";\"\";\"\";CA;92020;7cf6273277498840e1033ae4091cd375f3c141b769df35c037bbcf75abfce1a3
R3;1;Pacific Supermarket;10021184;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10021184;Aurora;US;14312 Stenbock Way NE #F;\"\";\"\";\"\";OR;97002;a4df14027e564934513f5321d8121e00449eefa25d3cd1ad9f14740783c2babd
R2;1;Pacific Supermarket;10021185;G2;2;\"\";816-455-8733;1;S3;C;Domestic;Western;10021185;Tigard;US;7440 South West Bonita Road;\"\";\"\";\"\";OR;97224;92cb6609c6661025a30bd55ad7d4c46bbc1c3b14112d0b1ba40dc137d7df856c
O2;1;Pacific Market;10021203;G2;2;\"\";816-455-8733;1;S12;C;Domestic;Western;10021203;Costa Mesa;US;Los Angeles PDC #14;Attention   Accounts Payable;PO Box 5555;\"\";CA;"";d2a8ada07be860f84961d6658c19b08cac508ffe53c7f28e20140dd956e26210
R1;1;Pacific Store;10021204;G3;1;\"\";816-455-8733;0;S4;C;International;Canada;10021204;Toronto;CA;480 Gordon Baker Road;\"\";\"\";\"\";ON;"";451ee24bfc7a5850c0d8822f9f8aaa86ecba365953a4a2954509409716f73664
R3;1;Pacifico's;10021222;G2;2;\"\";816-455-8733;1;S16;C;Domestic;Western;10021222;Buffdale;US;14296 South Pony Express Road;\"\";\"\";\"\";UT;84065;c25112a8db480e7915f0a0bd8600c6e72d56882a74474c3cfb5aec31732435e3
O2;1;PacificServ Shop;10021223;G2;2;\"\";816-455-8733;4;S12;C;Domestic;Central;10021223;Wayne;US;Michigan Truck Plant;38303 Michigan Avenue;\"\";\"\";MI;48184;c15029abcb792fb1b290ebe044b660fefd7af1341444437d273ec0b16f3d6a6f
R2;1;Packard Supermarket;10021231;G2;2;\"\";816-455-8733;4;S9;C;Domestic;Central;10021231;Middlebury;US;PO Box 460;\"\";\"\";\"\";IN;46540;ae4b69dd37b658254bec6e0eac63238b6f40a6c02802ccf0a1b68f266046ba7d
R3;1;Packet Design;10021232;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";f2b8b2b311fdf0ad3827e0fdc7afaace4d054f2d34048f9641ac83416547c5ca
R3;1;PADL Shop;10021239;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";b48dfb2563dec0e92d01ca24a47f28eccbe4d0cd513d5faf8013638120981266
R3;1;PAGE Shop;10021240;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";fbc281104dec63e5b03ff02e65fe86e7c87780ff5c5a8dcd8935dcf9f5ca3d85
R3;1;Page Store;10021242;G3;1;\"\";816-455-8733;5;S17;C;International;International;"";"";"";"";"";"";"";"";"";e1c617894ae09cca32ef9947b7b3e40bfbe9384c9f44847607e61461084cca51
R3;1;Page Market;10021270;G2;1;\"\";816-455-8733;5;S16;C;International;International;"";"";"";"";"";"";"";"";"";deec5a85719872e74df564c5c3b7a3577c93c43cfb59c9331b241d8c9fd8bb88
R3;1;PageBoy Shop;10021283;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";c697f7ea8d09d2239e8e07f4b0de2c1bd8971144afc9c7fff84b58c93b785a48
R3;1;PagePoint Shop;10021286;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";89e301af0a2f8b7c21f219cc81f2137a28a04713e1a5bbacd5268c82f35bcacb
R3;1;PageSites Shop;10021297;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";437708c96728bd1fb810760f7f867fdce77d75e53d4499e53ea9c45528d55974
R2;1;PageWave Megastore;10021300;G2;1;\"\";816-455-8733;5;S9;C;International;International;"";"";"";"";"";"";"";"";"";c609e1086b00a1bba119175b4b770f10d2ecb1bb70d022b646c71bb11e6fa2bb
R2;1;PageWeavers Shop;10021302;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";871a25455dcdbe69b84a443c8fe451e6ec839de472e0a03387647c880ea3ab5c
R3;1;Pallister Supermarket;10021305;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";d97292fda828916e30a670598bbd07c808f0f4714a9bebad18018ff29e27b293
R2;1;Palo Supermarket;10021331;G2;1;\"\";816-455-8733;5;S5;C;International;International;"";"";"";"";"";"";"";"";"";5365077b4d4c96191a9c7113805e9930eaae3cede63ac2b5a646b4e047ce6065
R3;1;Panasonic Shop;10021350;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";5b4bf2d828eee75c8dc48b441618eeb53b982e8c6399ee4dd99631b4665e92d4
R3;1;Pangaea Store;10021380;G2;1;\"\";816-455-8733;5;S9;C;International;International;"";"";"";"";"";"";"";"";"";0afbd2c43d07e02d98df3f68cedca6897cd5642a5b51d05282e135c8ad7b09a6
R3;1;Panix Shop;10021411;G2;1;\"\";816-455-8733;5;S4;C;International;International;"";"";"";"";"";"";"";"";"";87e9efafa1b2a389985ddea23ccd289314dcac0f35579ec26c6246a6496b796e
R4;1;Panngea Shop;10021412;G2;2;\"\";816-455-8733;1;S18;C;Domestic;Western;10021412;Clackamas;US;13101 SE 84th ave;Suite B;\"\";\"\";OR;"";030cdaec3de41838add8fe9a94461d07385828e9950914be1873bc251e41d686
R3;1;Pantech Supermarket;10021415;G2;2;\"\";816-455-8733;4;S1;C;Domestic;Central;10021415;Indianopolis;US;100 Gasoline Alley  Suite A;\"\";\"\";\"\";IN;46222;583ba8c364ac4b991e0ed691de9edcb07924337247d6211b46a99078d034b432
R3;1;Panzl Shop;10021418;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10021418;Wheatridge;US;10930 West 44th Avenue;\"\";\"\";\"\";CO;80033;052d5eae8f03fd3acc22110e209b44b522145c3a90efa8913505cf8acb25d6a9
R1;1;PAP Supermarket;10021422;G2;2;\"\";816-455-8733;1;S4;C;Domestic;Western;10021422;Brea;US;3251 East Imperial Highway;Distributor #1111190;\"\";\"\";CA;92621;56f9ab3bb018a804178e136109456fc9a5ae316a1480318f808e046c415646ed
R3;1;Paperless Store;10021458;G2;2;\"\";816-455-8733;1;S1;C;Domestic;Western;10021458;Casper;US;1817 East Yellowstone;\"\";\"\";\"\";WY;82601;d5cace6356c48060f506ef5d88fc9e1ebcf3abdfaaf43c41e2d66267dbb08473
O2;1;Papyrus Shop;10021459;G2;2;\"\";816-455-8733;2;S12;C;Domestic;Southern;10021459;Olive Branch;US;Memphis PDC #19;Attention   Accounts Payable;PO Box 786;\"\";MS;"";55c177dd65877fb9443fcc6a4ceedc0103242fd814fa2e18f455e635863b22eb
R3;1;Papyrus Supermarket;10021470;G2;2;\"\";816-455-8733;3;S16;C;Domestic;Northeast;10021470;Wrightsville;US;815 Hellam Street;\"\";\"\";\"\";PA;17368;59d973f02f11317b27379ddd8b36fec758731d75442408ee2e0e36b0ac7fdb19
R3;1;Parabole Shop;10021472;G3;1;\"\";816-455-8733;0;S5;C;International;Canada;10021472;Surrey;CA;9475 192 Street;\"\";\"\";\"\";BC;"";e7577cad2892152436154f49108da8f6e7b67f4951e5018eba0c655a4762c03c
R1;1;Paracel Gigaplace;10021485;G2;2;\"\";816-455-8733;4;S22;C;Domestic;Central;10021485;Hamel;US;FOB: Clackamas;Attention: Accounts Payable Department;PO Box 47700;\"\";MN;"";ba745fdc7918ecf04576242168c0d56efa8132d169566fc4426def32d13b97c1
R3;1;Paraclipse Shop;10021494;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";41d4209537aa2cc9f5187a4be02045004c65d1e66a07df49b2e1cecd654a3ab2
R3;1;Parian Market;10021575;G2;1;\"\";816-455-8733;5;S1;C;International;International;"";"";"";"";"";"";"";"";"";09e90bc0f2a9894492f3ac004ac31a2ce4e16f5d4fa9c6531b2576becccd99cf
R3;1;Password Supermarket;10021641;G2;1;\"\";816-455-8733;5;S4;C;International;International;"";"";"";"";"";"";"";"";"";6888a44ab624c10168f10f170dc160030cf1973699a5d8379f5e5cc0a53364e0
